Word	Cond_Prob	Norm_Prob	Count
unconfirmed	1.0	0.10521104286716126	10
lavish	1.0	0.10521104286716126	51
fictional	1.0	0.10521104286716126	12
ex-national	1.0	0.10521104286716126	12
righteous	1.0	0.10521104286716126	16
untruthful	1.0	0.10521104286716126	65
unfold	1.0	0.10521104286716126	13
gop-led	1.0	0.10521104286716126	11
deep-red	1.0	0.10521104286716126	13
unintended	1.0	0.10521104286716126	30
first-term	1.0	0.10521104286716126	32
ominous	1.0	0.10521104286716126	33
northeastern	1.0	0.10521104286716126	16
70-year-old	1.0	0.10521104286716126	19
50-50	1.0	0.10521104286716126	10
emphatic	1.0	0.10521104286716126	12
well-established	1.0	0.10521104286716126	14
unconcerned	1.0	0.10521104286716126	13
skeptic	1.0	0.10521104286716126	19
erratic	1.0	0.10521104286716126	31
blue-collar	1.0	0.10521104286716126	68
resemble	1.0	0.10521104286716126	12
audacious	1.0	0.10521104286716126	14
atomic	1.0	0.10521104286716126	12
16-year	1.0	0.10521104286716126	10
outlandish	1.0	0.10521104286716126	24
un-american	1.0	0.10521104286716126	25
immigration-related	1.0	0.10521104286716126	11
100-day	1.0	0.10521104286716126	17
neoconservative	1.0	0.10521104286716126	11
pre-emptive	1.0	0.10521104286716126	14
unapologetic	1.0	0.10521104286716126	18
lebanese	1.0	0.10521104286716126	24
unmistakable	1.0	0.10521104286716126	13
suspicious	1.0	0.10521104286716126	62
go-between	1.0	0.10521104286716126	11
scramble	1.0	0.10521104286716126	31
government-funded	1.0	0.10521104286716126	14
intermediary	1.0	0.10521104286716126	25
intrusive	1.0	0.10521104286716126	17
russian-born	1.0	0.10521104286716126	13
35-page	1.0	0.10521104286716126	15
then-white	1.0	0.10521104286716126	16
unearthed	1.0	0.10521104286716126	10
unreported	1.0	0.10521104286716126	14
ill-advised	1.0	0.10521104286716126	15
sloppy	1.0	0.10521104286716126	22
unpatriotic	1.0	0.10521104286716126	19
nauseous	1.0	0.10521104286716126	18
irrational	1.0	0.10521104286716126	16
seasonal	1.0	0.10521104286716126	13
irreconcilable	1.0	0.10521104286716126	10
numbered	1.0	0.10521104286716126	19
automotive	1.0	0.10521104286716126	10
uttered	1.0	0.10521104286716126	19
swedish	1.0	0.10521104286716126	14
ushered	1.0	0.10521104286716126	14
senate-confirmed	1.0	0.10521104286716126	16
eight-term	1.0	0.10521104286716126	11
uninterested	1.0	0.10521104286716126	10
full-throated	1.0	0.10521104286716126	38
then-republican	1.0	0.10521104286716126	11
psychographic	1.0	0.10521104286716126	10
autocratic	1.0	0.10521104286716126	15
speculative	1.0	0.10521104286716126	13
prosecutorial	1.0	0.10521104286716126	37
sensational	1.0	0.10521104286716126	18
trump-branded	1.0	0.10521104286716126	17
short-lived	1.0	0.10521104286716126	36
panamanian	1.0	0.10521104286716126	15
tactical	1.0	0.10521104286716126	25
unresolved	1.0	0.10521104286716126	11
reciprocal	1.0	0.10521104286716126	23
indispensable	1.0	0.10521104286716126	15
doral	1.0	0.10521104286716126	32
merit-based	1.0	0.10521104286716126	47
perilous	1.0	0.10521104286716126	22
line-item	1.0	0.10521104286716126	13
antagonistic	1.0	0.10521104286716126	10
deep-seated	1.0	0.10521104286716126	11
weary	1.0	0.10521104286716126	17
semi-automatic	1.0	0.10521104286716126	18
geographic	1.0	0.10521104286716126	11
multibillion-dollar	1.0	0.10521104286716126	14
u.s.-russia	1.0	0.10521104286716126	26
admiral	1.0	0.10521104286716126	51
unfinished	1.0	0.10521104286716126	14
perpetual	1.0	0.10521104286716126	15
invisible	1.0	0.10521104286716126	10
like-minded	1.0	0.10521104286716126	15
colombian	1.0	0.10521104286716126	16
olive	1.0	0.10521104286716126	14
house-passed	1.0	0.10521104286716126	20
cumulative	1.0	0.10521104286716126	18
utilized	1.0	0.10521104286716126	21
gop-controlled	1.0	0.10521104286716126	57
2,232-page	1.0	0.10521104286716126	12
fastest	1.0	0.10521104286716126	10
four-year	1.0	0.10521104286716126	24
authoritarian	1.0	0.10521104286716126	72
quickest	1.0	0.10521104286716126	10
decade-long	1.0	0.10521104286716126	11
inexcusable	1.0	0.10521104286716126	26
24-48	1.0	0.10521104286716126	10
indefensible	1.0	0.10521104286716126	13
literal	1.0	0.10521104286716126	10
long-sought	1.0	0.10521104286716126	17
diary	1.0	0.10521104286716126	13
open-ended	1.0	0.10521104286716126	13
up-or-down	1.0	0.10521104286716126	11
ill-fated	1.0	0.10521104286716126	16
6-foot-8	1.0	0.10521104286716126	13
fractious	1.0	0.10521104286716126	15
first-year	1.0	0.10521104286716126	10
anti-american	1.0	0.10521104286716126	16
neo-nazis	1.0	0.10521104286716126	70
half-baked	1.0	0.10521104286716126	12
wrest	1.0	0.10521104286716126	11
impeccable	1.0	0.10521104286716126	12
antithetical	1.0	0.10521104286716126	11
well-funded	1.0	0.10521104286716126	19
serial	1.0	0.10521104286716126	19
understated	1.0	0.10521104286716126	12
five-month	1.0	0.10521104286716126	14
bombastic	1.0	0.10521104286716126	22
coal-fired	1.0	0.10521104286716126	16
spiritual	1.0	0.10521104286716126	16
undisciplined	1.0	0.10521104286716126	10
prestigious	1.0	0.10521104286716126	13
co-owned	1.0	0.10521104286716126	23
unimpeded	1.0	0.10521104286716126	14
trillion-dollar	1.0	0.10521104286716126	21
russia-linked	1.0	0.10521104286716126	12
ferocious	1.0	0.10521104286716126	12
untouchable	1.0	0.10521104286716126	13
theological	1.0	0.10521104286716126	10
leary	1.0	0.10521104286716126	10
unfulfilled	1.0	0.10521104286716126	13
unloaded	1.0	0.10521104286716126	13
uninformed	1.0	0.10521104286716126	20
unsolicited	1.0	0.10521104286716126	10
populous	1.0	0.10521104286716126	10
unpleasant	1.0	0.10521104286716126	12
gun-free	1.0	0.10521104286716126	14
unfaithful	1.0	0.10521104286716126	11
slower	1.0	0.10521104286716126	14
u.s.-led	1.0	0.10521104286716126	26
puppy	1.0	0.10521104286716126	11
u.s.-based	1.0	0.10521104286716126	12
term-limited	1.0	0.10521104286716126	18
20-year	1.0	0.10521104286716126	21
assault-style	1.0	0.10521104286716126	16
'sanctuary	1.0	0.10521104286716126	14
respectable	1.0	0.10521104286716126	14
endemic	1.0	0.10521104286716126	13
papadopolous	1.0	0.10521104286716126	19
53-year-old	1.0	0.10521104286716126	12
'untruthful	1.0	0.10521104286716126	15
undid	1.0	0.10521104286716126	13
unrepentant	1.0	0.10521104286716126	11
boulder-sized	1.0	0.10521104286716126	14
20-member	1.0	0.10521104286716126	13
unverifiable	1.0	0.10521104286716126	15
life-long	1.0	0.10521104286716126	13
nine-month	1.0	0.10521104286716126	17
narco-terrorist	1.0	0.10521104286716126	10
nazarian	1.0	0.10521104286716126	10
pro-american	1.0	0.10521104286716126	75
business-first	1.0	0.10521104286716126	14
lunatic	1.0	0.10521104286716126	16
portuguese	1.0	0.10521104286716126	13
anglo-american	1.0	0.10521104286716126	15
evangelistic	1.0	0.10521104286716126	50
2-r	1.0	0.10521104286716126	10
24-year	1.0	0.10521104286716126	16
week-old	1.0	0.10521104286716126	13
pre-inaugural	1.0	0.10521104286716126	11
18-chapter	1.0	0.10521104286716126	19
ever-ambitious	1.0	0.10521104286716126	22
ribble	1.0	0.10521104286716126	10
1986-present	1.0	0.10521104286716126	12
1982-1986.	1.0	0.10521104286716126	12
unverified	0.9906542056074766	0.09582130251732236	107
postal	0.9887640449438202	0.09391148761322791	89
inaugural	0.9885057471264368	0.09365022046608533	174
infamous	0.9857142857142858	0.09082230541506177	140
irresponsible	0.9846153846153847	0.08970685633119606	65
israeli	0.9845360824742269	0.08962631185046303	194
unethical	0.9841269841269841	0.08921070152072008	63
al-assad	0.9840425531914894	0.08912490511553683	188
ukrainian	0.983739837398374	0.08881723309148498	123
unpredictable	0.9836065573770492	0.08868174091595075	61
salacious	0.9834710743801653	0.08854399038194959	121
russian	0.9818958502847844	0.08694100784172873	4916
bilateral	0.9811320754716981	0.08616284789646679	53
bible	0.9811320754716981	0.08616284789646679	53
two-year	0.9807692307692307	0.08579295701005958	52
duncan	0.979253112033195	0.08424591440211632	241
enable	0.9791666666666666	0.08415763366932896	48
u.s.-mexico	0.9782608695652174	0.08323213614838612	184
guilty	0.9781553398058253	0.08312425546431783	824
evangelical	0.978021978021978	0.0829879060824511	91
alarmed	0.9767441860465116	0.08168054545696704	43
japanese	0.9764705882352941	0.08140039417344277	85
questionable	0.9759036144578314	0.08081958974300216	83
intellectual	0.9754098360655737	0.08031349124543408	122
nuclear	0.9751499571550986	0.0800470252668815	1167
volatile	0.9743589743589743	0.07923555646390061	39
underscored	0.9743589743589743	0.07923555646390061	39
classic	0.9736842105263158	0.07854279578500004	38
untethered	0.9736842105263158	0.07854279578500004	38
heinous	0.9736842105263158	0.07854279578500004	38
unauthorized	0.9734513274336283	0.07830358994723687	113
special	0.9730673316708229	0.07790904374960292	4010
russia-related	0.9722222222222222	0.07704016590046506	36
mexican	0.9721448467966574	0.07696057658130953	359
unprecedented	0.9714285714285714	0.07622350599390901	245
unified	0.9714285714285714	0.07622350599390901	70
impartial	0.9714285714285714	0.07622350599390901	35
undisclosed	0.9714285714285714	0.07622350599390901	70
explosive	0.9714285714285714	0.07622350599390901	105
baltic	0.9705882352941176	0.07535807971748021	34
beneficial	0.9705882352941176	0.07535807971748021	34
egyptian	0.9705882352941176	0.07535807971748021	34
10-day	0.9696969696969697	0.07443938420040759	33
undersecretary	0.9696969696969697	0.07443938420040759	66
unhinged	0.9696969696969697	0.07443938420040759	33
honorable	0.9692307692307692	0.07395849936305693	65
sit-down	0.96875	0.07346234455258101	32
stable	0.96875	0.07346234455258101	64
prosperous	0.96875	0.07346234455258101	32
outstanding	0.9682539682539683	0.07295018064893992	63
rapid	0.967741935483871	0.07242122004417054	62
nefarious	0.967741935483871	0.07242122004417054	31
municipal	0.967741935483871	0.07242122004417054	31
nice	0.9675925925925926	0.07226688714780716	216
arbitrary	0.9666666666666667	0.07130949119148006	30
factual	0.9666666666666667	0.07130949119148006	30
hypothetical	0.9666666666666667	0.07130949119148006	30
arctic	0.9666666666666667	0.07130949119148006	30
wide	0.9662522202486679	0.07088066158341354	563
far-right	0.9655172413793104	0.0701197230558913	58
bureaucratic	0.9655172413793104	0.0701197230558913	29
tarkanian	0.9655172413793104	0.0701197230558913	29
chaotic	0.9651162790697675	0.06970435441025159	86
anti-muslim	0.9642857142857143	0.0688433986962865	56
psychological	0.9642857142857143	0.0688433986962865	28
precarious	0.9642857142857143	0.0688433986962865	28
multilateral	0.9642857142857143	0.0688433986962865	28
diplomatic	0.9639344262295082	0.0684790335984313	305
procedural	0.9636363636363636	0.06816977118681224	55
aggressive	0.963302752293578	0.06782351079554091	327
environmental	0.9630225080385852	0.06753254824343133	622
costly	0.9629629629629629	0.06747071488431411	81
unknown	0.9629629629629629	0.06747071488431411	108
dubious	0.9629629629629629	0.06747071488431411	54
incapable	0.9629629629629629	0.06747071488431411	27
justified	0.9625	0.0669898300469636	80
australian	0.9622641509433962	0.0667447620393652	53
constant	0.9617834394904459	0.06624507433377765	157
trumpian	0.9615384615384616	0.06599032971387998	26
unfettered	0.9615384615384616	0.06599032971387998	26
unsealed	0.9615384615384616	0.06599032971387998	52
logistical	0.9615384615384616	0.06599032971387998	26
multinational	0.9615384615384616	0.06599032971387998	26
non-partisan	0.9615384615384616	0.06599032971387998	26
one-sided	0.9615384615384616	0.06599032971387998	26
foreign	0.9612431444241316	0.06568315274096091	2735
contrary	0.9611650485436893	0.06560190477211553	103
eastern	0.9607843137254902	0.06520570825346209	153
bubble	0.9605263157894737	0.06493714372922135	76
patriotic	0.96	0.06438904834690613	50
draconian	0.96	0.06438904834690613	25
raucous	0.96	0.06438904834690613	25
flexible	0.96	0.06438904834690613	25
regulatory	0.9597701149425287	0.0641495560693873	174
palestinian	0.9595375722543352	0.06390723672592545	173
neo-nazi	0.9591836734693877	0.06353834646659325	49
short-term	0.9585798816568047	0.06290866317647201	169
catastrophic	0.9583333333333334	0.0626514284483654	48
ethnic	0.9583333333333334	0.0626514284483654	48
unchanged	0.9583333333333334	0.0626514284483654	24
prospective	0.9583333333333334	0.0626514284483654	48
institutional	0.9583333333333334	0.0626514284483654	48
vigorous	0.9583333333333334	0.0626514284483654	24
integral	0.9583333333333334	0.0626514284483654	24
rid	0.958041958041958	0.062347338435378916	143
annual	0.957983193277311	0.06228599815012742	357
grand	0.9576837416481069	0.061973363812514996	449
casual	0.9574468085106383	0.06172593092742253	47
military	0.9571106094808126	0.06137472805398329	2658
worse	0.956953642384106	0.06121071360472375	302
long-shot	0.9565217391304348	0.06075928029632741	23
laughable	0.9565217391304348	0.06075928029632741	23
consecutive	0.9565217391304348	0.06075928029632741	23
50-a-night	0.9565217391304348	0.06075928029632741	23
unannounced	0.9565217391304348	0.06075928029632741	23
unopposed	0.9565217391304348	0.06075928029632741	23
five-year	0.9565217391304348	0.06075928029632741	23
romantic	0.9565217391304348	0.06075928029632741	46
controversial	0.956386292834891	0.060617667324342636	642
inclined	0.9558823529411765	0.06009060758669182	68
terrible	0.95578231292517	0.05998594486222544	294
skeptical	0.9556962025316456	0.05989584665511881	158
republican-controlled	0.9555555555555556	0.0597486687904039	90
extraordinary	0.9553072625698324	0.05948879352906627	179
weak	0.9548387096774194	0.05899819971202982	310
accessible	0.9545454545454546	0.05869102723226842	22
kremlin-linked	0.9545454545454546	0.05869102723226842	22
decades-long	0.9545454545454546	0.05869102723226842	22
sanctimonious	0.9545454545454546	0.05869102723226842	22
artificial	0.9545454545454546	0.05869102723226842	22
upgraded	0.9545454545454546	0.05869102723226842	22
upper	0.9538461538461539	0.05795815801661585	65
operative	0.9534883720930233	0.05758299387790663	86
little-known	0.9534883720930233	0.05758299387790663	43
rhetorical	0.9534883720930233	0.05758299387790663	43
low	0.9533678756476683	0.05745661157126123	386
true	0.9533333333333334	0.05742037903081286	750
impulsive	0.9523809523809523	0.056420878697729306	42
months-long	0.9523809523809523	0.056420878697729306	21
foreseeable	0.9523809523809523	0.056420878697729306	21
underestimated	0.9523809523809523	0.056420878697729306	21
unleashed	0.9516129032258065	0.055614101727789265	62
stupid	0.9514563106796117	0.0554495333080974	103
economic	0.9513888888888888	0.0553786691192855	1296
newest	0.9512195121951219	0.05520062229249985	41
unlawful	0.9512195121951219	0.05520062229249985	41
memorable	0.9512195121951219	0.05520062229249985	41
taxpayer-funded	0.9512195121951219	0.05520062229249985	41
unnecessary	0.9504132231404959	0.05435262563367031	121
scientific	0.95	0.05391774847961073	80
two-week	0.95	0.05391774847961073	20
customary	0.95	0.05391774847961073	20
expansive	0.95	0.05391774847961073	40
intentional	0.95	0.05391774847961073	20
long-awaited	0.95	0.05391774847961073	20
unemployed	0.95	0.05391774847961073	20
syrian	0.9496402877697842	0.05353903232284042	834
solid	0.9494949494949495	0.05338597500257525	99
sharp	0.9493670886075949	0.05325130393645011	158
earliest	0.9491525423728814	0.05302528969659114	59
ordinary	0.9491525423728814	0.05302528969659114	59
gorsuch	0.9491059147180193	0.05297616292494708	727
unexpected	0.9489795918367347	0.052843057349845346	98
long-term	0.948905109489051	0.052764567494618705	137
broad	0.948905109489051	0.052764567494618705	274
pathetic	0.9487179487179487	0.0525673093817393	39
impeachable	0.9487179487179487	0.0525673093817393	39
massive	0.9483568075117371	0.05218657455894095	426
dramatic	0.9482758620689655	0.05210121755321285	174
inevitable	0.9482758620689655	0.05210121755321285	58
familiar	0.9481927710843373	0.052013590493920785	830
electoral	0.948051948051948	0.05186506216186865	231
unite	0.948051948051948	0.05186506216186865	77
unsuccessful	0.948051948051948	0.05186506216186865	77
temporary	0.9476439790575916	0.051434646086357054	191
10-point	0.9473684210526315	0.05114382159688548	19
modest	0.9473684210526315	0.05114382159688548	57
ballistic	0.9473684210526315	0.05114382159688548	57
existential	0.9473684210526315	0.05114382159688548	19
pro-amnesty	0.9473684210526315	0.05114382159688548	19
recreational	0.9473684210526315	0.05114382159688548	38
52-48	0.9473684210526315	0.05114382159688548	19
low-skilled	0.9473684210526315	0.05114382159688548	19
worst	0.9467787114845938	0.05052115657054098	357
advanced	0.9466666666666667	0.05040280637216617	75
fantastic	0.9466666666666667	0.05040280637216617	75
total	0.9465116279069767	0.050239019622148155	430
undermined	0.9459459459459459	0.049641191712350576	74
insensitive	0.9459459459459459	0.049641191712350576	37
arrive	0.9456521739130435	0.0493305844727046	92
fiscal	0.9455587392550143	0.049231775125259995	349
possible	0.9455351488283724	0.049206826150709565	1579
latest	0.9452590420332356	0.04891477236882916	1023
french	0.9448275862068966	0.048458226274711795	145
russian-american	0.9444444444444444	0.04805262902721267	18
usual	0.9444444444444444	0.04805262902721267	126
palpable	0.9444444444444444	0.04805262902721267	18
characteristic	0.9444444444444444	0.04805262902721267	18
improbable	0.9444444444444444	0.04805262902721267	18
irish	0.9444444444444444	0.04805262902721267	36
unmasked	0.9444444444444444	0.04805262902721267	18
comparable	0.9444444444444444	0.04805262902721267	18
late-night	0.9444444444444444	0.04805262902721267	36
external	0.9444444444444444	0.04805262902721267	18
sarcastic	0.9444444444444444	0.04805262902721267	18
focal	0.9444444444444444	0.04805262902721267	18
71-year-old	0.9444444444444444	0.04805262902721267	18
homosexual	0.9444444444444444	0.04805262902721267	18
general	0.9434485702091336	0.04699761762566357	4686
charitable	0.9433962264150944	0.046942134743185496	53
vietnamese	0.9433962264150944	0.046942134743185496	53
furious	0.9431818181818182	0.046714836185552784	88
six-year	0.9428571428571428	0.046370542844227876	35
elian	0.9428571428571428	0.046370542844227876	35
strongest	0.9425287356321839	0.04602217147683069	87
islamic	0.9423558897243107	0.04583876936719224	399
certain	0.9423368740515933	0.04581859029813283	659
useful	0.9423076923076923	0.04578762239636043	52
outrageous	0.9421487603305785	0.04561894566491562	121
potential	0.9420916162489196	0.045558290896673966	1157
southern	0.941923774954628	0.0453801168801355	551
unsubstantiated	0.9418604651162791	0.045312901286092326	86
white	0.9416229385307346	0.045060680760715094	10672
radical	0.9415204678362573	0.04495185134896447	171
operational	0.9411764705882353	0.0445864210507264	17
technological	0.9411764705882353	0.0445864210507264	17
peruvian	0.9411764705882353	0.0445864210507264	17
retroactive	0.9411764705882353	0.0445864210507264	17
noteworthy	0.9411764705882353	0.0445864210507264	17
self-inflicted	0.9411764705882353	0.0445864210507264	17
sensible	0.9411764705882353	0.0445864210507264	17
soon-to-be	0.9411764705882353	0.0445864210507264	17
sebastian	0.9411764705882353	0.0445864210507264	34
criminal	0.9406150583244963	0.04398974254328339	943
global	0.9404332129963899	0.043796397873244367	554
larger	0.9400921658986175	0.04343368317091824	217
legal	0.9400337837837838	0.04337157869875515	2368
troubled	0.94	0.04333563914907378	100
bad	0.9398976982097187	0.04322680153468694	782
chinese	0.9397810218978102	0.0431026565828819	548
mixed	0.9396551724137931	0.042968733989940354	116
now-infamous	0.9393939393939394	0.04269068588582729	33
unconventional	0.9393939393939394	0.04269068588582729	33
unnamed	0.9387755102040817	0.042032141245629775	98
greatest	0.9383259911894273	0.04155319109518359	227
disastrous	0.9382716049382716	0.0414952284810535	81
similar	0.9381107491856677	0.04132377541590997	614
african	0.937984496124031	0.041189184102230283	129
presidential	0.9376407023863125	0.04082259301373159	4442
applicable	0.9375	0.04067252172959019	16
24-hour	0.9375	0.04067252172959019	16
informal	0.9375	0.04067252172959019	64
noble	0.9375	0.04067252172959019	32
courteous	0.9375	0.04067252172959019	16
20th	0.9375	0.04067252172959019	32
33-year-old	0.9375	0.04067252172959019	32
unreliable	0.9375	0.04067252172959019	16
scary	0.9375	0.04067252172959019	16
senatorial	0.9375	0.04067252172959019	64
victorious	0.9375	0.04067252172959019	16
obnoxious	0.9375	0.04067252172959019	16
multimillion-dollar	0.9375	0.04067252172959019	16
odious	0.9375	0.04067252172959019	16
polish	0.9375	0.04067252172959019	16
european	0.9370860927152318	0.04023092313552928	302
enormous	0.9361702127659575	0.03925307507536388	94
would-be	0.9354838709677419	0.038519668368489114	31
major	0.9354005167958657	0.03843056166315057	1161
limited	0.935064935064935	0.038071740029532807	308
lowest	0.935064935064935	0.038071740029532807	77
despicable	0.9347826086956522	0.03776976207162877	46
separate	0.9345794392523364	0.037552394393346476	428
unrelated	0.9345794392523364	0.037552394393346476	107
accepted	0.9343065693430657	0.037260380958653465	274
republican	0.9339321593192295	0.036859564913996445	8461
united	0.933684794672586	0.03659466621776102	3604
religious	0.933649289099526	0.03655663812908327	422
ludicrous	0.9333333333333333	0.03621817138020988	15
unanimous	0.9333333333333333	0.03621817138020988	45
sizable	0.9333333333333333	0.03621817138020988	30
co-sponsored	0.9333333333333333	0.03621817138020988	30
10-year	0.9333333333333333	0.03621817138020988	30
asia-pacific	0.9333333333333333	0.03621817138020988	15
systematic	0.9333333333333333	0.03621817138020988	15
campaign-related	0.9333333333333333	0.03621817138020988	15
ian	0.9333333333333333	0.03621817138020988	30
rican	0.9333333333333333	0.03621817138020988	15
ambitious	0.9333333333333333	0.03621817138020988	75
14-year-old	0.9333333333333333	0.03621817138020988	30
unlikely	0.9324324324324325	0.03525245426025088	296
alt-right	0.9324324324324325	0.03525245426025088	74
prepared	0.9322429906542056	0.035049264175227926	428
italian	0.9322033898305084	0.035006784193912795	59
final	0.9321148825065274	0.03491183546615436	766
higher	0.9318734793187348	0.03465281755157256	411
lower	0.9318181818181818	0.03459347565320782	308
republican-led	0.9318181818181818	0.03459347565320782	44
smaller	0.9316239316239316	0.03438499029854886	117
referral	0.9315068493150684	0.034259306894876704	73
easier	0.9312977099236641	0.03403476439926641	131
normal	0.9308176100628931	0.03351911441104488	159
critical	0.9308176100628931	0.03351911441104488	636
dangerous	0.9304123711340206	0.03308366157676876	388
big	0.9303448275862068	0.033011063660297005	1450
cynical	0.9302325581395349	0.03289038128753522	43
unusual	0.93	0.03264035003232582	200
generous	0.9298245614035088	0.03245168858473292	57
tiny	0.9298245614035088	0.03245168858473292	57
unclear	0.9296636085626911	0.032278573376129716	327
tough	0.9290540540540541	0.03162268620967231	592
injured	0.9285714285714286	0.031103070713439346	98
eventual	0.9285714285714286	0.031103070713439346	42
conscious	0.9285714285714286	0.031103070713439346	28
atrocious	0.9285714285714286	0.031103070713439346	42
treasonous	0.9285714285714286	0.031103070713439346	56
three-year	0.9285714285714286	0.031103070713439346	14
cathedral	0.9285714285714286	0.031103070713439346	14
nonsensical	0.9285714285714286	0.031103070713439346	14
organizational	0.9285714285714286	0.031103070713439346	14
four-day	0.9285714285714286	0.031103070713439346	14
rigid	0.9285714285714286	0.031103070713439346	14
rosy	0.9285714285714286	0.031103070713439346	14
unsupported	0.9285714285714286	0.031103070713439346	14
inaudible	0.9285714285714286	0.031103070713439346	14
assemble	0.9285714285714286	0.031103070713439346	14
untold	0.9285714285714286	0.031103070713439346	14
contentious	0.928	0.030487496671224905	125
undocumented	0.9277777777777778	0.03024800439370608	360
moral	0.927536231884058	0.02998762162957371	207
recent	0.9275280898876405	0.029978843501158457	1780
great	0.9275092936802974	0.02995857845689559	1614
necessary	0.9272727272727272	0.029703490359016226	385
direct	0.9272727272727272	0.029703490359016226	440
civil	0.9271781534460338	0.0296014937758133	769
complete	0.9271137026239067	0.029531978481398272	343
specific	0.9269521410579346	0.029357700348901877	397
stronger	0.926829268292683	0.029225135889239386	164
inclusive	0.926829268292683	0.029225135889239386	41
interested	0.9260700389105059	0.028405631643416317	514
popular	0.926	0.02832999853120363	500
main	0.9259506337558372	0.028276685831313347	1499
fresh	0.9259259259259259	0.028250001731032887	162
allied	0.9259259259259259	0.028250001731032887	54
civilian	0.9259259259259259	0.028250001731032887	81
arrogant	0.9259259259259259	0.028250001731032887	27
discretionary	0.9259259259259259	0.028250001731032887	27
biggest	0.9258517034068137	0.02816983819738151	499
essential	0.9256198347107438	0.027919368565514722	121
american	0.9254341164453525	0.027718706379630302	3916
industrial	0.9253731343283582	0.02765280852128688	67
illegal	0.9251968503937008	0.027462289992783797	1270
british	0.925	0.027249501397449395	400
racial	0.925	0.027249501397449395	240
federal	0.9247166756610902	0.02694315789646519	3706
likely	0.9246358454718177	0.026855743313901274	1579
last	0.9243853630646084	0.026584808175261484	6996
conventional	0.9240506329113924	0.026222631548530956	79
unconstitutional	0.9236111111111112	0.02574687151291446	144
false	0.9234608985024958	0.025584222078388206	601
southeastern	0.9230769230769231	0.02516833519362486	13
natural	0.9230769230769231	0.02516833519362486	208
anti-immigrant	0.9230769230769231	0.02516833519362486	52
smallest	0.9230769230769231	0.02516833519362486	13
implausible	0.9230769230769231	0.02516833519362486	13
instrumental	0.9230769230769231	0.02516833519362486	39
mysterious	0.9230769230769231	0.02516833519362486	13
unchecked	0.9230769230769231	0.02516833519362486	26
viable	0.9230769230769231	0.02516833519362486	39
unfiltered	0.9230769230769231	0.02516833519362486	13
well-respected	0.9230769230769231	0.02516833519362486	13
onerous	0.9230769230769231	0.02516833519362486	13
top-secret	0.9230769230769231	0.02516833519362486	13
unhealthy	0.9230769230769231	0.02516833519362486	13
84-year-old	0.9230769230769231	0.02516833519362486	13
ultra-conservative	0.9230769230769231	0.02516833519362486	13
conservative	0.9230377166156982	0.025125860625266293	1962
complex	0.9225806451612903	0.024630556207821962	155
previous	0.9224422442244224	0.024480529952946035	606
capable	0.9223300970873787	0.02435894623806634	103
soft	0.922077922077922	0.02408549805479289	77
re-elected	0.921875	0.02386540341320898	64
strategic	0.9216867469879518	0.023661175903053527	166
iranian	0.9216589861751152	0.023631055874738457	217
national	0.9215868588253525	0.023552794637915236	6453
pleased	0.9215686274509803	0.02353301185289405	153
regular	0.9211822660098522	0.023113680679960606	203
open	0.9211775878442545	0.023108602230614412	1053
unhappy	0.9210526315789473	0.022972944630189254	76
finest	0.9210526315789473	0.022972944630189254	38
